Cordia sagotii;Freijó;m;d;ci;7.7;3.8;11.3;0.50;0.63;0.92;9700;66.8;33.0;4.2;6.2;3920;3660;2.6;;;Cordia sagotti;10000;88.1;48.8;;7.7;5250;4000;3.5;;2.0
Cordia sp.;Freijó;m;d;;8.1;4.5;11.4;0.50;0.63;;8500;63.3;31.5;3.4;6.9;4220;3650;2.9;;;Cordia sp.;;;;;;;;;;1.8
Apuleia molaris;Garapeira;m;r;ma;10.1;6.5;15.9;0.75;0.88;1.25;11600;92.2;43.2;13.5;11.2;6380;7200;4.8;620;;Apuleia molaris;12900;127.2;64.4;15.8;13.1;7450;8450;5.6;680;1.6
Brosimum utile;Garrote;m;r;ma;7.7;4.8;12.0;0.47;0.58;1.12;9300;51.1;24.4;2.8;6.8;3090;2750;2.5;340;;Brosimum utile;11600;77.4;47.0;4.8;10.1;5870;4290;2.9;380;1.6
Glycydendron amazonicum;Glícia;m;o;ro;7.6;4.9;12.0;0.66;0.84;1.11;12500;80.3;39.9;5.1;9.5;5690;5390;4.4;470;;Glycydendron amazonicum;15200;128.4;66.3;10.4;13.7;8730;7580;3.4;460;1.6
Pouteria pachycarpa;Goiabão;mf;i;am;11.2;6.2;16.5;0.73;0.93;1.19;13100;100.9;46.0;7.2;10.2;8280;7440;5.4;650;;Pouteria pachycarpa;17200;164.8;84.2;11.2;18.5;15520;13070;4.7;820;1.8
Pouteria pachycarpa;Goiabão;mf;i;am;12.6;6.5;18.1;0.74;1.01;1.17;15800;116.0;55.3;6.7;11.3;7680;7530;4.6;460;;Pouteria pachycarpa;16700;158.6;75.5;11.8;17.1;12330;10930;5.9;640;1.9
Clarisia racemosa;Guariúba/Oiticica;m;r;am;7.1;3.7;9.6;0.56;0.66;1.17;11200;79.3;38.8;7.5;8.8;5770;5460;4.2;570;;Clarisia racemosa;12400;111.0;65.8;9.5;11.9;7910;6280;2.9;510;1.9
Inga alba;Ingá;mg;o;ma;9.6;4.0;13.3;0.62;0.80;1.17;11500;81.1;38.3;5.7;11.6;5920;5620;4.3;630;;Inga alba;13600;123.1;61.4;8.3;14.6;8630;6430;4.6;720;2.4
Inga paraensis;Ingá/Ingarana;mg;in;ma;10.7;5.3;15.9;0.82;1.09;1.26;14600;121.4;52.0;9.6;15.3;10990;11480;;1010;;Inga paraensis;18300;186.6;85.0;14.7;21.8;15180;13900;;;2.0
Macrosamanea pedicellaris;Ingá-de-porco;m;r;ma;7.6;4.3;11.0;0.49;0.61;1.15;10300;63.9;29.6;4.3;8.6;3920;4310;3.6;450;;Macrosamanea pedicellaris;11900;99.2;51.0;8.0;12.2;8320;6030;4.2;500;1.8
Inga sp.;Ingarana;mg;in;ma;9.6;4.1;12.0;0.58;0.74;1.17;13500;117.0;46.6;10.6;13.9;9790;9100;6.7;830;;Inga sp.;15800;161.1;83.7;13.7;20.6;15160;12910;7.8;710;2.3
Tabebuia serratifolia;Ipê;m;r;ol;8.0;6.6;13.2;0.92;1.19;1.2;20400;157.9;72.5;16.1;14.8;11940;13890;6.4;;;Tabebuia serratifolia;13100;172.6;86.9;25.3;13.7;14800;14060;3.9;;1.2
Tabebuia sp.;Ipê;m;r;ol;6.8;6.1;12.4;0.87;1.02;1.24;13300;157.0;83.9;17.0;13.4;12910;14050;3.3;770;;Tabebuia sp.;16200;187.7;103.8;21.3;17.4;14050;;4.5;760;1.1
Tabebuia cf. incana;Ipê-amarelo;m;r;ma;8.4;5.9;13.3;0.82;1.05;1.21;15900;125.7;73.7;15.1;11.9;13620;13590;3.6;680;;Tabebuia cf. incana;16800;177.0;105.4;21.7;15.8;;;4.5;690;1.4
Mezilaurus lindaviana;Itaúba;mg;i;ol;8.3;3.3;11.6;0.68;0.86;1.09;10400;75.5;36.5;8.9;8.5;4300;4380;4.6;;;Mezilaurus lindaviana;12800;117.0;57.3;9.7;8.6;4520;4500;4.1;;2.5
Mezilaurus itauba;Itaúba-amarela;mg;i;ol;6.8;3.0;10.1;0.68;0.85;;9800;85.0;39.8;9.0;9.3;4740;5600;5.8;;;Mezilaurus itauba;10800;111.3;56.5;9.7;8.6;5540;5540;5.6;;2.3
Mezilaurus itauba;Itaúba-amarela;mg;i;ol;7.9;2.6;10.5;0.70;0.88;1.14;10600;87.3;42.1;9.5;10.0;5450;5880;5.5;;;Mezilaurus itauba;12300;114.4;58.3;11.0;10.3;5500;5910;4.7;;3.0
Callophyllum brasiliense;Jacareúba;m;r;ma;8.4;5.4;12.9;0.54;0.69;;6900;55.9;28.5;5.5;7.3;4550;3640;4.4;;;Calophyllum brasiliense;8700;89.4;54.3;9.7;10.8;8020;5780;4.6;;1.6
Brosimum alicastrum;Janitá;m;d;ma;9.4;5.6;16.0;0.74;0.99;1.23;13700;97.1;44.5;6.5;11.1;6870;6930;3.8;570;;Brosimum alicastrum;16300;155.7;87.9;11.4;15.1;11510;9340;4.5;700;1.7
Pouteria sp.;Jará;f;d;ma;9.7;5.9;15.2;0.72;0.92;1.24;13800;97.1;48.8;8.1;10.8;7590;7100;4.8;670;;Pouteria sp.;17200;158.3;80.4;13.1;13.4;12250;10970;4.9;700;1.6
Hymenaea courbaril;Jatobá;m;in;ma;7.7;3.4;11.4;0.76;0.96;1.24;14600;109.3;55.9;10.1;14.8;9020;9650;6.9;880;;Hymenaea courbaril;15900;139.9;77.3;14.1;19.4;12530;11160;6.8;760;2.3
Hymenaea parvifolia;Jatobá/Jutaí-mirim;m;in;ve;9.7;3.7;13.4;0.90;1.16;1.30;15700;122.5;61.3;16.0;17.2;10570;12220;7.7;980;;Hymenaea parvifolia;17300;173.2;96.6;19.2;23.6;16710;17200;6.6;730;2.6
Cariniana micrantha;Jequitibá-rosa;m;d;ma;8.1;5.1;14.0;0.58;0.68;1.06;;;;;;;;;;;Cariniana micrantha;12800;110.4;51.2;7.4;;4670;4400;5.2;710;1.6
Dialium guianense;Jutaipeba;f;r;ma;9.2;5.0;13.7;0.85;1.02;1.28;13400;107.2;55.9;17.9;15.0;12210;12240;6.2;890;;Dialium guianense;17500;192.3;92.2;22.3;22.8;17220;16670;4.5;730;1.8
Sapium aereum;Leiteiro;m;d;br;7.8;4.2;12.1;0.40;0.52;1.08;7800;40.7;21.3;2.2;5.2;1240;1010;2.1;330;;Sapium aereum;10100;71.4;44.3;5.2;7.0;2780;1720;2.8;370;1.9
Beilschmiedia brasiliensis;Louro;m;i;ma;9.4;6.2;14.3;0.59;0.73;1.14;11800;60.8;27.2;4.8;7.8;3490;3380;3.4;410;;Beilschmiedia brasiliensis;13800;114.1;48.5;5.9;12.0;5740;5700;3.5;540;1.5
Roupala montana;Louro/Faeira;g;d;ma;12.3;6.3;18.0;0.77;1.05;1.24;14800;99.4;49.7;8.7;10.9;8050;8390;6.1;790;;Roupala montana;17300;161.4;84.6;11.2;15.7;9760;9840;6.3;870;2.0
Licaria rigida;Louro/Louro-amarelo;m;in;am;9.1;5.3;13.5;0.73;0.95;1.11;14100;99.4;53.4;6.3;12.3;7550;7030;3.7;630;;Licaria rigida;17900;168.8;87.2;13.0;17.1;10770;9160;5.4;570;1.7
Ocotea neesiana;Louro-canela;m;r;ol;7.7;4.2;10.2;0.55;0.69;0.93;10600;71.6;36.8;4.6;10.3;4000;3510;5.9;520;;Ocotea neesiana;12100;110.1;61.2;7.3;12.7;5030;4580;5.6;;1.8
Ocotea sp.;Louro-canuaru;m;r;;6.9;4.3;9.9;0.59;0.73;1.06;12200;77.9;43.3;;;;;;420;;Ocotea sp.;14000;129.2;63.2;12.3;9.0;5670;5510;3.0;470;1.6
Ocotea sp.;Louro-canuaru;m;r;ma;7.8;3.6;11.1;0.63;0.71;1.04;12800;84.9;44.0;6.8;10.4;4820;5140;5.0;610;;Ocotea sp.;14300;122.1;64.7;9.9;12.6;5340;5360;4.9;710;2.2
Ocotea bracellensis;Louro-inhamuí;m;r;;6.8;3.6;10;0.55;0.68;;8400;66.9;32.7;7.9;6.1;4810;4450;6.1;;;Ocotea bracellensis;10300;101.3;57.3;9.5;9.5;5510;5150;6.2;;1.9
Ocotea fragrantissima;Louro-preto;m;r;ma;5.7;3.0;10.1;0.48;0.58;0.94;10000;69.2;32.9;4.5;9.2;4250;3470;4.0;580;;Ocotea fragrantissima;10500;93.4;48.1;6.2;12.4;4890;4820;4.0;460;1.9
Nectandra cuspidata;Louro-tamanco;m;r;am;6.0;4.0;9.1;0.40;0.46;0.82;7600;44.2;26.7;3.6;7.9;3310;3080;2.8;320;;Nectandra cuspidata;8700;67.4;38.4;3.9;8.7;3420;3430;3.5;440;1.5
Nectandra rubra;Louro-vermelho;m;r;ro;7.9;3.2;11.2;0.55;0.69;1.05;8900;62.0;30.9;4.7;6.9;3110;3260;3.5;;;Nectranda rubra;10900;79.4;50.9;4.9;7.5;3420;3430;3.0;;2.5
Platymiscium sp.;Macacauba;;;;4.6;2.8;6.6;0.75;0.90;;10600;109.3;54.3;11.1;9.8;9140;9110;6.0;;;Platymiscium sp. ;;;;;;;;;;1.6
Manilkara huberi;Maçaranduba;f;d;ma;9.3;7.1;16.4;0.87;1.07;1.27;15400;127.2;68.3;16.8;12.5;10880;11180;3.5;870;;Manilkara huberi;17400;179.7;110.9;17.3;17.1;15150;13820;5.1;880;1.3
Manilkara sp.;Maçaranduba;f;d;ma;9.4;6.7;15.0;0.89;1.17;;12000;125.3;59.1;14.9;12.0;10460;10320;5.3;;;Manilkara sp.;14200;172.9;84.1;19.8;15.8;15320;14640;6.9;;1.4
Zanthoxylon regnelianum;Maminha-de-porca;m;d;ol;8.6;5.8;11.4;0.50;0.60;1.12;10200;74.7;32.6;4.7;8.9;3380;3050;3.4;630;;Zanthoxylon regnelianum;11000;108.7;52.5;7.7;9.8;5230;3590;3.4;560;1.5
Qualea cf. lancifolia;Mandioqueira;m;r;ci;8.1;3.1;11.5;0.58;0.73;1.15;11800;69.5;32.6;5.4;7.9;5070;4700;4.4;;;Qualea cf lancifolia ;12800;109.7;60.0;7.0;10.5;5860;4860;4.2;;2.6
Qualea brevipedicellata;Mandioqueira-áspera;mg;r;ma;8.6;4.4;13.6;0.74;0.96;1.17;14000;105.5;62.6;8.4;12.4;9150;8640;5.4;710;;Qualea brevipedicellata ;15900;134.6;81.4;14.5;13.4;11250;9820;2.3;490;2.0
Qualea dinizii;Mandioqueira-escamosa;m;i;ci;9.1;4.6;13.5;0.54;0.69;1.14;9900;67.4;29.9;5.9;9.0;;2700;4.7;650;;Qualea dinizii;11600;104.4;52.4;8.3;10.0;;2710;3.9;540;2.0
Qualea albiflora;Mandioqueira-lisa;m;r;ci;9.5;5.3;14.7;0.57;0.75;1.14;11100;67.4;40.4;4.5;9.6;5390;4470;3.8;490;;Qualea albiflora;13100;109.5;58.4;7.9;13.3;8460;6130;4.5;530;1.8
Manilkara bidentata;Maparajuba/Maçaranduba;f;d;ma;8.3;5.9;13.8;0.83;1.08;1.26;12600;108.1;53.9;12.7;12.9;6690;7810;6.0;670;;Manilkara amazonica;13800;130.7;64.8;15.5;16.3;8870;9280;5.7;440;1.4
Pouteria obscura;Maragonçalo;f;i;ma;7.4;4.4;11.8;0.64;0.81;1.21;11500;86.5;40.9;7.5;10.5;6540;6080;4.4;740;;Pouteria obscura;13300;126.9;63.1;14.3;13.2;;;3.4;520;1.7
Zizyphus itacaiunensis;Maria-preta;f;r;ma;9.9;6.9;15.7;0.80;0.97;1.26;14000;103.6;50.5;12.7;14.0;9570;9730;5.5;690;;Zizyphus itacaiunensis;16500;159.7;89.2;14.8;19.8;16680;15110;5.9;730;1.4
Simarouba amara;Marupá;m;d;br;6.8;4.8;8.3;0.37;0.45;1.12;6700;44.5;19.9;2.9;6.1;1670;1230;3.7;420;;Simarouba amara;7400;65.3;33.7;4.5;7.1;2760;1430;2.8;390;1.4
Simarouba amara;Marupá;m;d;br;5.9;2.6;8.8;0.38;0.44;0.98;7300;46.3;21.6;2.7;6.0;2710;2210;2.8;;;Simarouba amara;8200;66.4;35.2;4.7;7.1;4390;2670;3.2;;2.3
Eschweilera grandiflora;Matamatá;m;d;ol;8.0;4.6;14.9;0.76;0.85;1.24;13400;95.6;44.6;8.3;8.8;7460;8040;2.8;510;;Eschweilera grandiflora;14800;138.7;68.6;11.3;12.9;8830;9050;5.6;540;1.7
Eschweilera longipes ;Matamatá;m;d;ol;9.6;5.6;14.5;0.69;0.98;1.20;13400;104.7;47.6;8.2;9.5;6420;6830;3.6;530;;Escheweilera longipes;16100;136.7;68.0;10.1;18.1;11810;10930;4.4;550;1.7
Eschweilera sp.;Matamatá;m;d;ol;10.7;6.0;16.1;0.81;1.08;1.26;16000;120.4;58.1;10.7;12.1;10540;11870;7.0;680;;Eschweilera sp.;19300;175.1;88.1;18.3;20.9;14920;13900;;890;1.8
Eschweilera coriacea ;Matamatá-preto;m;d;ol;10.6;4.3;14.9;0.69;0.91;1.21;12500;88.5;38.3;12.0;10.3;7140;7440;;470;;Escheweilera odora;14100;127.1;59.8;9.8;12.6;12400;11360;3.8;;2.5
Eschweilera coriacea ;Matamatá-preto;m;d;ol;9.7;5.6;16.4;0.73;0.98;1.24;13200;102.9;43.3;10.3;9.5;7570;8540;4.0;540;;Eschweilera coriacea;15600;140.1;69.3;13.0;11.4;9630;11020;3.9;740;1.7
Lecythis idatinon;Matamatá-vermelho;m;in;ma;10.3;4.9;15.3;0.76;1.00;1.26;12800;99.8;50.3;9.7;12.1;8000;8800;4.1;680;;Lecythis idatimon;15000;143.8;70.7;11.6;14.7;11110;10620;4.1;770;2.1
Alexa grandiflora;Melancieira;mg;o;br;9.9;4.7;14.5;0.60;0.79;1.17;9800;69.6;34.8;8.6;8.5;5230;5290;4.6;;;Alexa grandiflora;13300;111.4;59.4;9.6;12.2;7680;6460;4.8;;2.1
Mouriri callocarpa;Miraúba;f;i;ol;11.1;7.1;17.4;0.88;1.09;1.28;14400;117.7;59.4;12.2;12.7;11320;11580;3.7;660;;Mouriri callocarpa;17500;192.0;96.3;22.4;19.0;17950;18290;5.9;650;1.6
Schefflera morototoni;Morototó;m;d;br;9.1;6.7;15.7;0.41;0.54;1.03;9000;40.1;17.5;2.0;6.4;2620;1970;2.9;340;;Schefflera morototoni;11300;72.5;40.5;4.6;10.6;4890;3580;3.9;620;1.4
Licania oblongifolia;Mucucurana;m;r;ci;11.7;5.9;19.6;0.83;0.94;1.24;13400;96.3;46.8;10.4;11.3;9910;9670;4.1;500;;Licania oblongifolia;15400;136.6;76.6;14.8;19.0;15690;14300;4.4;580;2.0
Astronium gracile;Muiracatiara;m;r;ma;8.0;5.3;11.9;0.73;0.93;1.14;13800;90.6;49.0;7.7;11.3;5830;6850;;700;;Astronium gracile;16300;133.3;71.5;10.0;17.1;8410;7900;4.7;710;1.5
Astronium ulei;Muiracatiara;m;in;ma;8.1;4.3;12.2;0.71;0.91;1.06;13200;89.2;45.9;6.1;14.7;6490;7060;4.4;610;;Astronium ulei;13700;117.5;70.5;13.9;17.1;8300;7640;5.5;800;1.9
Astronium lecointei;Muiracatiara-rajada;mf;r;ma;7.2;4.1;11.0;0.75;0.94;;11500;102.6;53.1;11.3;10.0;6720;6840;6.9;;;Astronium lecointei;13200;148.5;85.8;14.9;12.0;7840;8830;;;1.8
Astronium lecointei;Muiracatiara-rajada;mf;r;ma;7.6;4.6;11.9;0.79;1.00;1.19;13200;104.2;52.3;9.9;13.7;8010;9060;5.3;750;;Astronium lecointei;15300;139.1;84.0;14.1;17.1;8910;9780;5.5;630;1.7
Cassia scleroxylon;Muirapixuna;m;i;pr;8.2;3.6;11.5;1.01;1.28;1.34;14800;130.5;77.1;23.5;16.9;10790;12430;3.8;880;;Cassia scleroxylon;16700;184.4;98.2;23.2;20.3;14830;15580;3.3;740;2.3
Maquira sclerophylla;Muiratinga;m;i;br;9.4;4.2;13.7;0.57;0.74;1.09;10400;76.8;37.0;5.6;8.9;5600;5180;5.0;;;Maquira sclerophylla;11500;112.9;61.8;8.6;12.2;8420;6300;4.0;;2.2
Eriotheca longipedicellata;Munguba-grande-da-terra-firme;m;i;ma;9.8;4.5;14.9;0.45;0.59;1.08;8000;48.8;22.8;3.4;5.3;2950;2720;2.2;;;Eriotheca longipedicellata;10600;89.5;48.6;6.0;8.3;6300;4690;3.6;;2.2
Brosimum acutifolium;Mururé;m;r;ma;7.8;4.8;12.6;0.55;0.70;1.06;10000;67.2;31.1;4.5;7.2;4460;4150;3.9;600;;Brosimum acutifolium;11900;102.0;55.7;7.9;9.9;6940;5080;4.2;550;1.6
Brosimum acutifolium;Mururé;m;r;;9.1;5.0;14.1;0.67;0.91;1.18;11100;93.7;43.8;7.2;10.8;4460;4150;3.3;;;Brosimum acutifolium;14500;140.2;78.5;15.0;16.3;;;4.0;;1.8
Jacaranda copaia;Parapará;m;d;br;8.2;5.4;13.9;0.31;0.40;0.84;7100;34.6;15.7;1.5;4.0;2030;1400;1.7;;;Jacaranda copaia;8900;56.2;31.3;3.1;6.1;3360;1920;2.9;;1.5
Parkia multijuga;Paricá grande da terra firme;m;i;ci;7.0;2.9;9.8;0.38;0.47;1.09;7200;49.9;23.0;3.7;6.6;3290;2890;3.7;;;Parkia multijuga;8800;61.8;37.7;5.7;8.2;4090;3030;3.9;;2.4
Parinari excelsa;Parinari;m;d;ma;10.2;5.3;14.8;0.75;0.92;1.25;14500;107.4;51.1;8.6;10.5;8750;7880;3.7;610;;Parinari excelsa;16500;148.8;83.1;15.7;15.0;13340;11440;5.7;540;1.9
Euxylophora paraensis;Pau-amarelo;m;d;am;6.1;4.5;11.1;0.68;0.81;1.20;9400;94.9;41.8;9.6;11.8;7420;6650;6.2;;;Euxylophora paraensis;13000;117.6;71.1;13.6;10.8;12680;11210;4.5;;1.4
Euxylophora paraensis;Pau-amarelo;m;d;am;7.8;6.5;13.1;0.69;0.89;1.20;12400;99.8;47.2;9.8;12.6;7800;8000;4.6;590;;Euxylophora paraensis;14000;129.4;70.8;12.2;18.1;10920;8460;4.2;580;1.2
Drypetes variabilis;Pau-branco;f;r;ol;11.3;5.8;15.9;0.71;0.95;1.24;12900;94.2;41.8;7.7;11.0;8010;7620;4.7;700;;Drypetes variabilis;16200;146.7;73.9;12.6;16.5;13150;11420;4.3;690;1.9
Laetia procera;Pau-jacaré;mf;i;am;12.0;5.1;17.1;0.68;0.92;1.20;12900;75.5;36.9;5.9;12.4;6520;5830;5.9;;;Laetia procera;15600;129.6;66.0;10.0;16.5;11450;9900;5.0;;2.4
Laetia procera;Pau-jacaré;mf;i;am;11.3;5.4;17.2;0.68;0.84;1.16;14100;79.9;37.4;6.3;8.8;6410;5730;7.0;700;;Laetia procera;15700;122.7;68.2;9.9;13.4;10920;8720;6.4;750;2.1
Zollernia paraensis;Pau-santo;f;r;pr;9.6;5.0;16.8;0.97;1.26;1.32;16300;148.7;68.8;14.2;14.6;11930;13360;4.7;670;;Zollernia paraensis;18200;191.5;97.4;27.5;18.8;14900;14790;4.7;510;1.9
Apeiba echinata;Pente-de-macaco;mg;d;ci;6.5;2.3;9.3;0.36;0.44;0.78;5800;42.3;20.4;3.0;4.8;2860;2140;2.7;;;Apeiba echinata;6800;53.9;32.4;4.5;6.3;3900;2530;3.0;;2.8
Caryocar sp.;Pequiá;m;r;;8.1;5.0;13.2;0.60;0.77;;8600;74.1;38.9;9.3;10.2;5600;5910;6.4;;;Caryocar sp.;10200;103.5;60.5;12.6;10.7;7120;7500;5.6;;1.6
Caryocar villosum;Pequiá;m;r;ci;8.5;4.3;12.6;0.63;0.78;1.17;10000;74.3;32.2;9.1;10.3;3720;3920;5.5;640;;Caryocar villosum;11400;101.8;47.4;9.5;12.4;4960;5140;5.6;580;2.0
Caryocar glabrum;Pequiarana;m;r;am;8.7;4.0;11.9;0.61;0.78;1.16;13200;80.4;33.6;6.7;10.3;5530;5970;4.0;680;;Caryocar glabrum;14100;80.6;59.8;8.6;14.7;8170;7450;5.8;730;2.2
Rauvolfia paraensis;Peroba-d'água;f;d;am;9.0;4.7;13.3;0.55;0.71;1.11;;;;;;;;;;;Rawolfia paraensis;12800;113.5;58.3;9.7;13.6;;;5.9;760;1.9
Aspidosperma macrocarpon;Peroba-mico;f;r;ma;6.2;4.4;11.5;0.65;0.78;1.11;13600;98.6;52.2;9.2;12.2;7290;6110;3.7;;;Aspidosperma macrocarpum;14100;139.0;66.4;12.3;15.1;10780;8400;3.3;500;1.4
Schizolobium amazonicum;Pinho-cuiabano;m;o;br;5.1;4.3;11.1;0.49;0.62;1.13;9400;54.3;23.6;4.4;7.4;3880;3310;3.4;360;;Schizolobium amazonicum;8200;56.5;34.1;4.6;11.0;4570;;;370;1.2
Sclerobium aff. Chrysophyllum;Pinho-cuiabano;m;o;br;7.4;3.7;11.0;0.62;0.78;1.12;11400;86.1;42.5;7.8;11.2;6760;5990;5.2;;;Sclerobium aff. chrysophyllum;12500;118.0;60.3;11.2;13.7;7820;6070;4.8;;2.0
Trichilia lecointei;Pracuúba-da-terra-firme;mf;in;ma;8.2;4.4;13.2;0.90;1.16;1.27;13600;107.6;55.5;14.0;14.8;8670;10380;5.7;710;;Trichilia lecointei;16700;160.8;88.1;18.6;18.9;13320;14330;5.3;640;1.9
Aniba canelilla;Preciosa;m;in;pr;8.2;6.4;13.6;0.92;1.19;1.30;16400;139.4;74.9;14.7;14.9;12250;12750;5.9;900;;Aniba canelilla;17900;187.5;99.7;20.6;18.8;15000;15280;2.9;550;1.3
Vochysia ferruginea;Quaruba;m;d;ro;10.7;5.0;14.1;0.41;0.53;1.13;7500;50.5;21.8;3.5;6.3;2070;1820;3.4;510;;Vochysia ferruginea;;;;;;;;2.4;360;2.1
Erisma uncinatum;Quarubarana/Cedrinho;m;d;ma;10.0;4.3;13.4;0.46;0.59;1.11;9200;59.3;27.5;3.1;7.3;3580;2820;2.7;370;;Erisma uncinatum;10600;87.8;52.5;6.1;8.9;5900;3940;2.9;;2.3
Erisma uncinatum;Quarubarana/Cedrinho;m;d;ma;8.7;3.6;12.9;0.48;0.62;1.10;8700;59.0;30.0;3.3;6.1;3840;3240;2.7;370;;Erisma uncinatum;11000;89.2;50.7;5.7;8.0;5730;3990;3.1;380;2.4
Vochysia guianensis;Quaruba-rosa;mg;r;ro;11.5;5.0;17.5;0.54;0.73;1.14;11500;71.4;29.6;3.9;7.1;4080;3850;3.5;480;;Vochysia guianensis;14300;123.7;66.6;6.9;12.5;7930;7100;4.9;610;2.3
Vochysia melinonii;Quaruba-rosa;mg;r;ro;10.8;4.7;14.1;0.51;0.66;1.15;9400;56.8;29.3;3.7;8.6;4410;4190;3.4;410;;Vochysia melinonii;12100;99.7;54.9;5.1;12.0;7050;5850;4.3;700;2.3
Vochysia obdensis;Quaruba-rosa;m;r;ro;10.0;3.2;12.7;0.50;0.64;1.08;9900;61.3;30.4;4.4;7.9;4550;4280;3.8;460;;Vochysia obdensis;12700;102.6;54.0;6.1;10.5;6850;5350;4.3;580;3.1
Vochysia maxima;Quaruba-verdadeira;mg;r;ro;9.1;3.3;13.0;0.46;0.59;;8000;52.0;26.3;5.3;5.6;3750;3380;2.7;;;Vochysia maxima ;9600;83.3;45.6;5.4;8.0;5490;4040;3.4;;2.8
Vochysia maxima;Quaruba-verdadeira;mg;r;ro;8.8;4.0;12.1;0.49;0.62;1.11;9500;61.7;30.0;4.9;8.6;4420;4340;3.8;430;;Vochysia maxima;11400;93.0;48.5;5.8;10.2;5600;4810;3.5;510;2.2
Micropholis venulosa;Rosadinho;f;i;ma;9.7;4.7;14.0;0.67;0.87;1.21;13000;80.4;41.3;6.6;10.8;6450;5820;4.0;650;;Micropholis venulosa;14200;;66.2;10.2;14.7;10180;7800;4.0;600;2.1
Pouteria anomala;Rosadinho;f;d;;9.1;5.7;14.4;0.73;0.90;1.25;13900;100.8;49.7;11.4;12.0;8210;8400;4.5;640;;Pouteria anomala;16300;164.9;85.4;15.7;;;;4.3;690;1.6
Pouteria anomala;Rosadinho;f;d;;9.4;6.3;15.2;0.75;0.99;1.22;14100;112.5;54.1;8.5;11.9;9030;9140;5.3;760;;Pouteria anomala;16200;165.9;86.8;14.3;;;;4.6;710;1.5
Chysophyllum anomalum;Rosadinho/Mangarana;f;d;ma;9.1;5.7;14.4;0.73;0.96;1.25;13900;100.8;49.7;11.4;12.0;8210;8400;5.3;760;;Chysophyllum anomalum;16200;165.9;86.8;14.3;14.5;12800;10760;4.6;710;1.6
Chysophyllum anomalum;Rosadinho/Mangarana;f;d;ma;9.4;6.3;15.2;0.75;0.90;1.22;14100;112.5;54.1;8.5;11.9;9030;9140;4.5;640;;Chysophyllum anomalum;16200;164.9;85.4;15.7;19.3;14630;11670;4.3;690;1.5
Peltogyne cf. subsessilis;Roxinho/Pau-roxo;m;d;rx;8.7;5.0;13.4;0.79;0.97;1.26;14000;109.8;53.6;16.2;13.7;9790;10630;4.2;740;;Peltogyne cf.subsessilis;16000;161.5;120.7;17.8;15.8;13020;13340;6.0;890;1.7
Peltogyne paniculata;Roxinho/Pau-roxo;m;r;rx;8.1;5.1;12.7;0.81;1.03;1.27;15700;131.7;69.4;20.7;14.5;11990;13310;4.4;780;;Peltogyne paniculata;18100;190.8;92.3;20.3;18.5;16500;15360;2.9;490;1.6
Micrandra rossiana;Seringarana;f;d;ma;9.0;5.2;13.8;0.67;0.81;1.19;12000;77.1;34.7;5.0;10.3;5790;5720;4.6;500;;Micrandra rossiana;14700;130.7;68.6;9.9;15.3;11350;8730;4.7;640;1.7
Allantoma lineata;Seru;f;i;ci;7.5;5.5;11.6;0.60;0.75;1.21;10200;66.1;28.9;5.4;8.1;4230;4430;3.4;490;;Allantoma lineata;13000;117.1;59.1;11.5;;5040;5230;3.1;510;1.4
Malouetia duckei;Sorva;f;i;ci;9.2;3.7;12.7;0.57;0.73;1.15;10800;70.0;32.4;4.2;8.6;4670;4060;4.5;670;;Malouetia duckei;12900;114.4;60.4;9.9;14.9;8320;6030;6.5;610;2.5
Enterolobium schomburgkii;Sucupira amarela;mg;r;am;9.3;4.2;12.7;0.84;1.08;1.21;14900;117.9;58.1;14.2;15.4;8840;9860;6.4;780;;Enterolobium schomburgkii;17100;164.8;80.2;15.1;17.7;9460;10640;5.6;810;2.2
Diplotropis purpurea;Sucupira-da-terra-firme;m;r;ma;8.8;6.7;15.6;0.74;0.90;1.19;16800;113.5;56.8;10.2;13.2;7940;7820;3.5;760;;Diplotropis purpurea;16700;146.3;96.1;12.7;16.6;10060;8460;6.0;740;1.3
Bowdichia nitida;Sucupira-preta;m;r;;8.5;5.8;14.2;0.74;0.96;1.20;15900;114.5;62.2;9.6;13.7;9920;9860;3.6;670;;Bowdichia nitida;17000;156.4;102.9;16.4;;;;5.3;700;1.5
Bowdichia nitida;Sucupira-preta;m;r;ma;7.4;4.5;12.3;0.77;0.98;;11400;115.9;56.6;13.5;11.9;9710;9700;5.9;;;Bowdichia nitida;13800;157.0;88.5;16.3;12.8;13010;11530;4.3;;1.6
Bowdichia nitida;Sucupira-preta;m;r;ma;9.0;6.0;14.7;0.85;0.96;1.22;16400;136.9;74.6;10.1;14.9;12030;12660;6.4;780;;Bowdichia nitida;17000;156.4;102.9;16.4;19.4;15140;12470;4.2;670;1.5
Ceiba pentandra;Sumaúma;m;d;ci;5.5;2.7;9.3;0.29;0.36;1.01;4300;26.9;12.8;1.6;3.0;1490;1330;1.8;;;Ceiba petandra ;4500;39.9;24.2;1.9;3.8;2360;1540;1.9;;2.0
Sterculia apeibophylla;Tacacazeiro/Axixá;g;d;ma;10.6;5.4;15.4;0.47;0.61;1.10;9400;57.2;26.2;2.8;6.5;2010;1870;2.8;400;;Sterculia apeibophyll;10700;85.9;47.0;5.0;9.0;4160;3110;3.2;470;2.0
